age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
31,0,F,Other,Male,5,1,1
26,1,F,African-American,Female,6,3,0
48,0,F,African-American,Male,4,0,1
49,0,M,African-American,Male,1,-1,1
26,0,F,Other,Male,0,0,1
52,0,F,Other,Male,0,0,1
37,0,F,African-American,Female,2,0,1
25,1,M,African-American,Male,7,0,0
38,0,F,Other,Female,3,0,1
66,1,F,African-American,Male,33,13,0
29,0,M,Other,Female,0,-1,0
20,0,F,African-American,Male,0,30,0
33,0,F,African-American,Female,0,2,1
58,0,M,African-American,Male,0,1,1
27,1,F,African-American,Male,7,4,0
28,1,M,African-American,Male,6,1,0
52,1,F,African-American,Male,7,117,0
56,1,F,Other,Male,6,1,1
43,0,M,Other,Male,0,0,1
31,1,F,African-American,Female,0,1,1
24,0,F,African-American,Male,0,1,1
54,0,M,Other,Male,0,0,1
42,0,F,African-American,Male,0,1,1
24,0,F,African-American,Male,1,141,0
28,1,F,Other,Male,1,1,1
20,1,F,African-American,Male,1,1,0
27,0,F,Other,Male,0,4,1
26,0,F,African-American,Male,7,1,0
55,0,F,Other,Male,0,0,0
72,0,F,Other,Male,7,-1,1
31,0,F,African-American,Male,0,0,1
36,0,M,African-American,Male,0,1,0
22,1,F,Other,Male,3,142,0
28,0,F,Other,Male,3,50,1
26,1,M,Other,Male,4,293,0
24,1,F,Other,Female,2,1,1
20,1,F,African-American,Male,0,0,0
29,0,M,African-American,Male,0,1,0
26,0,F,Other,Male,0,0,1
28,1,M,African-American,Male,0,0,0
49,0,M,African-American,Male,1,1,1
38,1,F,Other,Male,0,0,1
52,0,M,Other,Female,0,0,1
23,1,F,African-American,Male,2,7,0
72,0,F,Other,Male,3,4,1
26,1,F,African-American,Male,8,14,0
34,1,F,African-American,Male,11,1,0
25,1,M,African-American,Female,0,1,1
25,0,F,African-American,Male,1,0,1
33,0,M,African-American,Male,0,0,1
27,0,F,African-American,Male,1,8,1
24,0,F,African-American,Male,0,0,1
22,1,M,African-American,Female,0,0,0
40,0,F,African-American,Male,2,3,1
30,0,M,Other,Male,1,7,1
37,0,F,African-American,Female,1,8,1
31,1,F,African-American,Male,2,3,0
31,1,F,African-American,Female,0,0,0
48,0,F,Other,Male,0,33,1
28,1,M,African-American,Male,4,0,1
21,0,F,African-American,Male,0,2,1
21,0,M,Other,Male,2,27,0
58,1,F,African-American,Male,16,68,0
33,0,F,African-American,Male,8,1,0
26,1,M,African-American,Male,6,3,0
25,1,F,African-American,Male,14,7,0
23,1,F,African-American,Male,5,1,0
26,0,F,African-American,Female,1,1,0
39,0,F,Other,Male,0,0,1
34,0,M,Other,Female,0,1,1
53,0,F,African-American,Male,4,1,0
32,0,M,Other,Male,0,19,1
21,0,F,Other,Male,1,0,0
52,0,M,African-American,Male,0,0,1
23,1,F,African-American,Male,3,44,0
34,1,M,Other,Female,0,2,0
49,0,M,Other,Female,0,1,1
23,0,F,African-American,Male,1,35,0
21,0,F,African-American,Male,0,3,0
52,1,F,African-American,Male,2,33,0
57,0,M,Other,Female,0,0,1
21,1,F,African-American,Male,0,6,0
21,0,F,Other,Male,0,28,1
40,0,F,Other,Male,6,0,1
49,1,F,Other,Male,8,3,0
28,0,F,Other,Male,11,1,0
32,1,F,Other,Male,15,70,0
29,1,M,African-American,Male,3,1,1
30,1,M,Other,Male,2,0,1
25,1,F,African-American,Male,1,0,1
31,1,F,African-American,Male,11,0,0
26,0,M,Other,Female,0,0,1
57,0,M,Other,Male,0,0,1
28,0,M,Other,Male,0,0,1
23,0,M,African-American,Female,0,1,1
62,0,F,Other,Male,0,0,1
26,0,F,African-American,Male,0,1,1
21,0,M,African-American,Male,1,0,0
27,0,M,African-American,Male,0,1,1
30,1,M,African-American,Male,1,1,0
34,0,F,Other,Male,0,0,1
26,1,F,Other,Male,1,0,1
39,1,F,Other,Male,17,35,1
43,0,M,Other,Male,0,0,1
48,0,F,Other,Male,0,11,0
32,0,F,Other,Female,0,1,1
31,1,F,African-American,Male,10,181,0
33,1,F,African-American,Male,16,0,0
27,1,M,Other,Female,4,54,0
36,0,M,African-American,Male,1,0,1
36,0,M,Other,Male,1,14,0
47,1,F,African-American,Male,14,0,0
20,0,F,Other,Male,0,0,1
35,1,M,Other,Male,3,1,1
48,0,F,Other,Male,4,1,1
21,1,F,African-American,Male,1,0,0
36,1,M,African-American,Male,5,19,0
54,1,F,African-American,Male,8,-1,1
59,0,M,African-American,Male,4,0,1
41,0,F,African-American,Male,0,0,1
40,0,M,African-American,Female,2,100,0
34,0,F,African-American,Male,10,1,0
49,0,F,African-American,Male,2,1,1
31,1,F,Other,Male,17,1,0
29,1,F,African-American,Male,3,-1,1
32,1,M,African-American,Male,12,1,0
34,0,F,African-American,Male,5,0,0
21,1,F,African-American,Female,0,1,0
28,1,F,Other,Female,2,0,0
31,0,M,Other,Male,0,2,1
28,0,M,African-American,Male,5,27,0
30,1,F,Other,Female,2,43,0
25,0,M,African-American,Male,6,32,0
55,0,F,African-American,Male,5,300,1
23,0,M,Other,Male,0,0,1
42,1,M,African-American,Male,13,0,0
37,1,F,Other,Male,8,0,1
26,1,F,African-American,Male,10,1,0
29,1,F,African-American,Female,11,23,0
27,0,F,Other,Male,2,10,1
44,0,F,African-American,Male,6,1,0
25,1,F,Other,Male,13,5,1
37,0,F,Other,Female,1,1,1
20,1,F,Other,Male,1,5,0
52,1,F,African-American,Male,7,3,0
51,1,M,African-American,Male,8,3,1
30,0,F,African-American,Female,4,1,0
31,1,F,African-American,Male,10,8,0
27,1,F,Other,Male,0,1,0
20,1,F,African-American,Male,2,0,0
29,0,M,African-American,Male,8,5,0
32,0,F,Other,Male,8,2,1
20,0,F,Other,Male,0,1,1
41,0,M,African-American,Male,7,1,1
35,1,F,Other,Male,4,1,0
25,0,M,Other,Male,5,10,0
33,0,F,African-American,Male,8,2,0
22,0,F,African-American,Male,3,106,0
56,0,M,Other,Male,0,0,1
33,0,M,African-American,Female,3,2,1
24,1,F,Other,Male,1,0,1
44,0,F,Other,Male,3,0,1
36,1,F,African-American,Male,9,3,0
29,0,M,Other,Male,1,11,0
47,1,F,Other,Male,2,1,1
37,0,M,Other,Male,2,1,1
23,0,M,Other,Female,1,0,1
23,0,M,African-American,Male,1,2,1
24,1,F,African-American,Male,7,199,0
36,1,F,African-American,Male,1,31,0
46,1,M,Other,Female,0,2,1
28,1,F,Other,Male,7,1,0
64,0,F,African-American,Female,0,4,1
32,1,F,African-American,Male,24,2,0
62,0,M,Other,Male,0,2,1
62,0,M,African-American,Male,0,0,1
55,0,F,Other,Female,0,1,1
52,1,F,Other,Male,6,1,0
22,0,F,Other,Male,1,0,0
40,0,F,African-American,Male,21,29,0
31,0,M,Other,Female,0,4,0
56,1,F,Other,Male,7,0,1
31,1,M,African-American,Male,13,0,0
30,0,M,African-American,Male,1,0,1
34,0,M,African-American,Male,5,0,1
23,0,F,Other,Male,0,2,0
54,0,M,African-American,Male,0,1,1
51,1,M,African-American,Male,0,30,1
55,1,M,Other,Male,2,0,1
57,1,F,Other,Male,9,58,1
38,1,F,Other,Male,2,47,1
46,1,F,Other,Male,10,73,0
61,0,M,Other,Male,0,0,1
49,1,F,African-American,Male,10,43,0
41,1,F,Other,Male,0,1,1
63,0,M,African-American,Male,0,0,1
24,0,M,African-American,Male,3,6,0
45,1,F,Other,Female,7,0,1
53,1,F,Other,Male,9,117,1
34,0,M,Other,Male,0,0,1
31,1,M,Other,Male,3,1,1
48,0,F,Other,Male,1,0,1
29,0,F,Other,Male,2,22,1
61,0,M,Other,Female,1,-1,1
24,0,F,Other,Male,1,1,1
21,1,F,African-American,Male,1,0,0
23,0,F,African-American,Female,0,0,0
36,0,M,Other,Male,1,3,0
53,0,M,Other,Female,0,0,1
25,0,M,African-American,Male,0,1,1
28,1,F,Other,Male,1,1,1
24,1,F,African-American,Male,2,1,1
23,1,F,African-American,Male,3,43,0
32,1,F,African-American,Male,3,8,0
27,1,M,African-American,Male,11,2,0
30,1,M,Other,Male,4,0,0
56,0,M,Other,Male,0,1,1
44,0,F,Other,Male,0,4,0
37,0,M,Other,Male,6,1,1
24,0,F,African-American,Male,1,0,0
25,0,F,Other,Female,2,181,0
24,0,M,Other,Female,0,0,0
54,0,F,Other,Male,1,2,1
35,1,M,Other,Male,2,34,1
21,1,F,Other,Male,0,0,0
24,0,F,Other,Female,0,1,1
20,1,F,Other,Female,0,2,0
31,0,M,Other,Female,0,0,1
27,1,F,African-American,Male,1,1,1
26,0,M,Other,Male,5,5,0
31,0,F,African-American,Female,10,0,0
61,0,M,Other,Male,0,2,1
22,1,F,African-American,Male,1,5,0
30,1,F,Other,Male,1,-1,1
55,1,F,Other,Male,1,1,1
51,1,F,Other,Male,3,13,1
36,0,F,African-American,Male,0,0,1
54,0,M,Other,Female,1,4,1
24,0,F,African-American,Male,0,2,0
24,0,F,Other,Female,0,0,0
25,1,F,African-American,Male,6,4,1
26,1,F,African-American,Female,1,2,1
38,1,F,Other,Male,5,3,1
76,0,F,Other,Male,0,1,1
37,0,M,African-American,Male,12,52,0
55,0,F,Other,Male,0,0,1
52,0,M,African-American,Male,2,10,1
58,0,F,Other,Male,1,0,1
33,0,M,Other,Female,1,0,1
22,1,F,African-American,Male,2,16,1
37,0,M,Other,Female,1,1,1
28,0,M,African-American,Male,1,1,1
23,0,M,Other,Male,1,0,1
40,0,M,Other,Male,0,0,1
24,0,M,Other,Male,0,0,1
30,1,F,African-American,Male,6,0,0
59,0,M,Other,Female,0,0,1
68,0,F,African-American,Female,5,0,1
35,0,F,Other,Male,4,169,1
33,0,M,African-American,Female,0,1,1
20,0,F,African-American,Female,0,0,0
24,1,M,African-American,Male,2,506,0
44,0,M,African-American,Male,3,2,0
22,1,F,African-American,Male,0,1,1
53,0,M,Other,Male,0,0,1
22,0,F,African-American,Male,1,1,1
31,1,F,Other,Male,1,32,0
20,0,M,African-American,Male,1,0,1
37,0,F,African-American,Male,1,3,0
45,0,F,Other,Male,0,1,1
35,1,F,African-American,Male,8,10,0
26,0,F,Other,Male,0,0,0
46,0,F,Other,Male,2,0,1
21,1,F,Other,Male,2,77,1
24,0,F,African-American,Male,0,1,0
26,1,F,African-American,Female,4,0,0
30,0,M,Other,Female,0,0,1
21,0,F,African-American,Male,0,0,1
49,1,F,Other,Male,2,91,1
52,0,M,Other,Male,2,3,1
34,1,F,African-American,Male,3,0,0
21,1,M,African-American,Female,4,0,0
36,0,F,Other,Female,2,1,1
26,1,F,African-American,Male,13,-1,0
37,1,F,African-American,Male,12,0,0
64,0,M,Other,Female,0,0,1
45,0,M,African-American,Male,1,2,1
26,1,F,African-American,Male,6,2,0
37,0,M,Other,Male,0,0,1
27,1,M,African-American,Male,2,7,0
28,1,F,African-American,Male,4,2,1
24,1,F,African-American,Male,1,57,0
69,0,M,African-American,Male,22,1,0
29,1,F,African-American,Male,1,3,0
50,0,F,Other,Male,1,1,1
23,0,F,African-American,Male,2,237,0
34,1,F,Other,Female,12,3,0
55,1,M,Other,Male,0,30,1
37,0,M,African-American,Female,0,1,1
19,1,F,Other,Female,2,22,0
22,1,M,Other,Female,2,2,0
46,0,M,African-American,Male,2,3,0
32,1,F,African-American,Male,0,17,0
49,0,F,African-American,Male,3,0,1
57,0,M,African-American,Male,8,5,0
44,0,F,African-American,Male,0,2,1
26,1,F,African-American,Male,3,0,1
46,0,M,Other,Male,5,12,1
25,1,F,African-American,Male,2,1,0
48,1,M,African-American,Male,11,56,1
37,1,F,Other,Male,0,1,1
40,0,F,Other,Female,3,1,1
20,1,F,Other,Male,1,1,1
39,0,M,African-American,Male,1,4,1
51,1,M,African-American,Male,1,0,1
36,0,F,African-American,Female,0,12,0
23,0,M,Other,Male,0,0,0
37,1,F,African-American,Male,22,81,0
22,1,F,African-American,Male,1,6,0
22,1,F,African-American,Male,0,32,0
52,0,F,Other,Male,1,3,0
27,0,M,Other,Male,3,-1,1
23,1,M,Other,Male,0,0,1
30,0,F,Other,Male,4,3,1
51,0,F,Other,Male,3,16,0
25,0,F,Other,Male,2,2,0
34,0,M,Other,Female,0,0,1
29,1,F,Other,Male,17,2,0
24,1,M,African-American,Male,0,1,0
28,1,F,African-American,Male,9,43,0
37,0,M,Other,Male,0,1,1
39,1,F,Other,Male,9,1,0
25,1,M,Other,Male,7,3,0
41,0,M,Other,Female,0,0,1
30,0,M,Other,Male,0,1,1
30,1,F,African-American,Male,10,0,0
43,0,F,Other,Male,1,0,1
32,1,M,African-American,Male,4,1,1
51,0,F,Other,Male,2,34,1
40,1,F,African-American,Male,5,55,0
36,1,F,African-American,Female,3,0,0
41,1,M,Other,Female,9,0,1
54,0,F,Other,Male,7,0,1
38,0,F,Other,Male,0,158,1
21,0,M,African-American,Female,0,0,0
53,0,M,Other,Male,0,0,1
37,0,M,Other,Male,0,0,1
31,0,M,African-American,Male,1,1,1
24,1,M,Other,Female,3,0,0
50,0,F,Other,Male,8,11,1
21,0,F,Other,Male,0,4,1
24,0,F,African-American,Male,3,93,0
22,1,F,Other,Male,1,1,0
34,0,M,Other,Male,3,0,0
32,0,F,African-American,Male,1,0,1
21,0,F,African-American,Male,1,108,0
42,0,F,Other,Male,6,-1,1
23,0,F,African-American,Female,1,1,0
36,1,F,African-American,Female,1,6,0
35,0,M,African-American,Male,1,64,0
36,0,F,African-American,Male,11,0,0
25,1,F,African-American,Male,4,0,0
27,1,F,African-American,Male,9,1,0
32,0,M,Other,Male,0,0,1
46,0,F,Other,Male,0,1,1
32,1,F,African-American,Male,2,1,0
27,0,M,Other,Male,0,1,1
43,0,M,Other,Female,0,0,1
22,0,M,African-American,Male,0,0,0
39,0,F,Other,Male,6,0,0
26,0,M,African-American,Male,0,0,0
32,0,F,Other,Male,11,141,0
32,0,F,African-American,Female,0,0,1
56,0,F,Other,Male,4,7,1
25,0,F,Other,Male,1,1,1
31,0,F,Other,Male,0,77,1
54,0,M,Other,Male,0,1,1
20,1,F,African-American,Male,0,1,0
25,1,M,Other,Male,5,0,0
28,0,F,African-American,Male,2,125,1
48,0,M,Other,Male,2,4,0
45,0,F,Other,Male,0,0,1
21,0,M,Other,Female,0,0,0
54,0,F,African-American,Male,0,1,1
42,1,M,African-American,Male,1,6,0
23,0,F,African-American,Female,0,1,1
26,1,M,Other,Male,3,0,1
44,1,M,Other,Male,0,2,1
41,1,F,African-American,Female,2,23,0
47,0,M,African-American,Female,0,0,1
23,1,F,African-American,Male,1,1,1
37,0,F,African-American,Female,0,0,1
59,0,F,African-American,Male,1,1,1
40,0,M,Other,Male,0,0,1
40,1,F,Other,Male,4,0,0
20,1,F,African-American,Male,0,2,0
23,0,M,Other,Male,0,2,1
24,0,M,Other,Female,0,23,0
26,0,M,African-American,Male,1,7,1
21,1,F,African-American,Female,1,0,1
24,1,F,African-American,Male,5,6,0
44,1,M,Other,Male,2,-1,1
31,0,F,Other,Male,0,80,0
24,1,F,African-American,Female,2,57,0
35,0,M,Other,Female,0,1,1
21,0,M,African-American,Female,0,1,1
28,1,F,African-American,Female,13,32,0
37,0,M,Other,Female,0,1,1
21,1,F,African-American,Male,1,0,0
39,0,F,African-American,Male,3,1,1
23,0,F,Other,Male,0,1,1
27,0,F,Other,Male,1,5,1
31,1,F,African-American,Male,15,91,0
28,0,M,African-American,Female,0,0,1
35,0,F,African-American,Male,5,6,0
29,1,F,Other,Female,1,1,1
24,0,M,Other,Male,0,0,1
52,0,F,Other,Male,0,1,1
29,1,F,African-American,Male,2,1,1
30,1,F,African-American,Male,14,64,0
27,1,M,Other,Female,0,0,0
58,0,M,Other,Female,2,1,1
30,0,M,Other,Male,3,0,1
28,0,F,African-American,Female,3,1,1
28,1,M,African-American,Male,6,5,0
57,0,M,African-American,Male,0,0,1
39,0,M,African-American,Male,2,1,1
55,1,F,African-American,Male,5,118,1
27,0,F,African-American,Female,3,0,0
28,1,F,Other,Female,3,0,0
25,1,F,Other,Male,2,12,1
43,0,F,African-American,Male,2,0,1
41,1,F,Other,Male,14,6,0
48,1,F,African-American,Female,0,9,0
36,0,M,African-American,Male,9,1,0
56,0,M,African-American,Male,1,0,1
21,1,F,African-American,Male,1,0,0
25,0,F,African-American,Male,1,8,1
22,1,F,African-American,Male,1,103,0
24,0,F,Other,Female,1,1,0
45,0,F,Other,Male,0,1,1
27,1,F,African-American,Male,9,0,0
27,0,M,African-American,Male,1,2,0
35,1,F,African-American,Male,7,0,1
21,1,F,African-American,Male,0,0,0
21,1,M,Other,Male,1,0,0
24,1,F,Other,Male,3,0,0
23,0,F,African-American,Male,4,3,0
28,1,F,African-American,Female,4,2,0
25,1,F,African-American,Male,4,43,0
50,1,F,Other,Male,0,0,1
25,1,M,African-American,Male,0,0,1
26,1,F,African-American,Male,2,4,1
26,1,F,African-American,Male,18,197,0
27,0,F,Other,Male,1,0,1
24,0,F,Other,Male,6,7,0
32,0,M,African-American,Male,2,109,0
22,1,M,African-American,Male,1,0,0
37,1,M,Other,Male,3,2,1
20,1,M,Other,Female,3,0,0
46,0,M,African-American,Male,0,1,1
20,1,F,African-American,Male,2,33,0
24,1,F,African-American,Male,1,0,1
29,0,F,Other,Male,0,-1,1
21,1,F,African-American,Male,0,1,0
23,0,F,African-American,Male,1,1,1
42,0,F,African-American,Male,2,0,0
27,0,M,Other,Male,5,1,0
30,0,F,African-American,Male,0,1,1
27,1,M,African-American,Male,2,0,1
36,0,F,African-American,Male,5,0,1
42,0,F,African-American,Male,0,0,1
35,1,F,African-American,Male,23,1,0
26,0,F,Other,Male,1,5,1
31,0,F,Other,Female,2,1,1
37,1,F,African-American,Male,16,2,0
38,0,F,African-American,Male,3,1,1
38,0,F,Other,Male,12,0,0
28,1,F,African-American,Male,7,1,0
21,0,M,Other,Male,0,0,1
22,1,F,African-American,Male,2,30,0
56,0,M,African-American,Female,0,3,1
30,1,F,African-American,Male,0,0,1
29,0,F,African-American,Male,2,1,0
22,1,M,Other,Male,3,10,0
31,0,F,Other,Male,0,2,0
37,0,M,Other,Male,2,12,1
33,0,F,African-American,Female,2,0,1
31,1,F,African-American,Male,4,0,1
49,0,F,Other,Female,2,0,1
50,1,F,Other,Male,5,3,1
37,0,M,Other,Male,1,0,1
59,1,F,African-American,Male,14,33,0
24,1,F,African-American,Male,1,0,1
47,0,F,Other,Male,3,2,1
22,1,M,African-American,Female,0,0,0
22,0,M,African-American,Female,1,-1,1
26,0,M,Other,Male,0,0,1
23,0,M,Other,Male,1,0,1
54,0,F,African-American,Male,4,1,1
62,0,M,Other,Male,0,-1,1
53,0,M,Other,Male,0,0,1
23,0,F,Other,Male,0,1,1
34,1,F,African-American,Male,22,1,0
27,0,M,African-American,Female,0,1,1
21,0,F,African-American,Male,0,1,0
39,0,M,Other,Male,1,0,1
49,0,F,African-American,Male,4,1,1
25,0,F,Other,Male,2,0,0
52,0,F,Other,Male,1,0,1
37,1,M,African-American,Male,11,0,0
43,1,M,Other,Male,3,2,1
32,0,F,Other,Male,0,0,1
41,0,F,Other,Male,1,1,1
24,1,M,African-American,Male,2,0,0
29,1,M,African-American,Male,2,2,1
34,0,F,African-American,Female,1,2,1
33,0,F,Other,Female,2,14,1
51,0,F,Other,Female,4,8,1
20,1,F,Other,Female,0,0,0
48,0,F,African-American,Male,2,1,0
23,1,M,African-American,Male,0,0,0
51,1,F,African-American,Male,15,34,0
29,1,F,Other,Male,1,0,1
29,1,F,African-American,Male,16,0,0
45,1,M,Other,Male,4,4,1
65,0,F,Other,Female,0,0,1
24,0,M,African-American,Male,2,3,1
48,0,M,African-American,Female,0,0,1
36,0,F,Other,Female,3,25,1
23,0,M,African-American,Male,0,1,1
37,0,M,Other,Male,0,0,1
45,0,M,Other,Male,0,2,1
23,0,F,Other,Male,2,13,0
31,0,F,Other,Male,1,0,0
26,0,M,Other,Male,0,1,1
57,0,F,Other,Male,1,0,1
24,1,F,African-American,Male,3,44,0
25,1,M,Other,Male,0,1,1
29,1,F,African-American,Male,10,0,0
29,0,F,African-American,Male,0,1,1
38,0,M,Other,Male,0,0,1
20,0,F,Other,Female,1,2,1
52,0,M,African-American,Male,4,1,0
33,1,F,Other,Male,6,152,0
45,0,F,Other,Male,1,128,1
32,1,F,Other,Male,10,6,0
42,1,F,African-American,Male,7,1,0
51,0,M,Other,Male,1,1,1
24,0,F,Other,Male,3,0,0
25,1,F,African-American,Male,3,5,1
40,0,F,Other,Female,0,1,1
28,1,M,Other,Female,1,0,0
30,0,M,African-American,Male,0,0,1
59,0,M,African-American,Male,5,151,0
60,1,M,Other,Male,0,3,1
20,1,F,African-American,Male,2,1,0
47,1,F,African-American,Male,3,39,0
31,1,F,Other,Male,5,0,0
45,0,M,Other,Male,0,1,1
22,1,F,African-American,Male,1,21,0
30,1,F,Other,Male,22,3,0
21,1,M,African-American,Male,0,1,0
22,1,F,African-American,Male,1,0,1
24,0,F,African-American,Male,5,-1,0
45,1,F,African-American,Male,0,0,1
25,1,F,Other,Male,3,19,0
20,0,F,Other,Male,0,1,1
23,0,M,African-American,Female,0,2,1
28,0,F,African-American,Male,21,1,0
20,1,M,African-American,Male,0,1,1
37,0,M,Other,Male,0,0,1
52,0,M,Other,Male,3,0,0
23,0,F,African-American,Male,3,33,0
23,0,M,African-American,Male,0,0,1
61,0,M,Other,Male,0,6,1
25,0,F,African-American,Male,3,1,0
34,0,F,Other,Male,2,2,1
24,0,F,Other,Male,0,0,1
32,1,M,Other,Female,1,0,1
37,0,F,African-American,Male,0,0,0
37,0,M,African-American,Male,2,0,1
35,0,F,African-American,Male,1,0,1
32,0,F,African-American,Male,9,56,0
29,1,F,African-American,Male,3,1,1
20,1,F,African-American,Female,0,2,0
32,0,F,Other,Male,2,1,1
22,0,M,African-American,Female,3,1,0
28,1,F,African-American,Male,8,20,0
37,0,F,African-American,Male,0,13,1
39,1,F,Other,Male,17,181,0
27,0,F,Other,Male,5,0,1
23,0,F,African-American,Female,1,1,1
51,0,M,Other,Female,1,1,1
26,1,F,African-American,Male,4,45,0
36,0,M,African-American,Male,0,2,1
27,1,F,African-American,Male,8,25,0
20,1,M,African-American,Female,0,-1,1
26,1,F,Other,Female,2,0,0
34,0,F,African-American,Male,1,-1,0
22,0,F,African-American,Male,1,36,0
64,0,M,African-American,Male,0,1,1
27,0,M,African-American,Male,0,1,1
48,0,F,African-American,Male,4,1,0
28,0,F,Other,Female,0,0,1
23,1,F,African-American,Female,1,1,0
24,1,F,African-American,Male,5,1,0
21,1,F,African-American,Male,0,0,1
23,1,F,African-American,Male,0,1,0
24,1,F,Other,Male,0,1,1
51,0,M,Other,Male,0,1,1
35,0,F,African-American,Male,13,0,0
48,1,F,African-American,Male,7,2,0
24,0,F,Other,Male,0,1,1
24,1,F,African-American,Male,3,-1,0
22,1,F,African-American,Male,0,-1,1
23,1,F,African-American,Male,1,1,1
39,1,F,Other,Male,0,2,1
65,0,M,Other,Female,0,1,1
52,0,M,Other,Female,6,33,0
40,0,M,Other,Female,0,0,1
21,0,M,African-American,Male,1,1,1
54,1,F,African-American,Male,4,3,1
51,1,F,Other,Male,6,2,1
41,0,F,African-American,Male,0,3,1
40,1,F,Other,Male,4,33,1
36,1,F,Other,Female,6,0,0
24,0,F,Other,Female,1,3,1
22,0,M,Other,Female,0,0,1
44,0,M,Other,Male,0,1,1
21,1,F,Other,Male,0,2,0
21,1,F,African-American,Male,1,1,0
30,1,M,African-American,Male,18,1,0
56,0,F,Other,Male,1,35,1
33,0,F,African-American,Male,3,0,1
54,1,F,African-American,Male,6,13,0
20,0,F,African-American,Female,0,0,1
31,0,F,African-American,Male,2,2,1
48,0,M,Other,Male,0,1,1
40,1,M,African-American,Male,8,43,0
25,1,F,Other,Male,0,3,1
57,0,F,Other,Male,0,27,1
27,1,M,African-American,Male,0,1,1
59,0,M,Other,Male,0,0,1
23,1,F,Other,Male,0,0,0
28,1,M,African-American,Male,10,1,0
21,1,F,Other,Male,3,0,1
25,0,F,Other,Male,0,-1,0
35,0,M,African-American,Male,1,0,1
27,1,M,Other,Male,0,0,1
27,0,M,Other,Male,0,1,0
21,0,F,Other,Male,2,2,0
33,0,F,Other,Male,0,1,1
25,1,F,African-American,Male,6,0,0
25,0,F,Other,Female,2,3,1
24,0,F,African-American,Female,7,1,0
38,0,F,Other,Female,0,1,1
60,0,F,African-American,Male,0,2,1
21,1,F,African-American,Male,0,3,0
38,0,M,Other,Female,0,0,1
51,1,F,African-American,Male,0,1,1
50,0,F,African-American,Male,11,2,0
21,1,F,African-American,Male,2,86,0
35,1,M,African-American,Male,10,0,0
27,1,F,Other,Female,0,2,1
27,1,M,Other,Female,0,-1,1
37,1,M,African-American,Male,2,0,0
51,0,F,African-American,Male,3,1,1
23,0,F,African-American,Male,4,31,0
29,0,F,African-American,Male,0,1,0
21,0,F,Other,Male,1,12,0
66,0,F,African-American,Male,3,2,1
34,1,F,African-American,Male,7,-1,0
32,1,F,Other,Female,0,0,1
23,0,M,African-American,Male,0,0,0
38,0,M,Other,Male,0,1,1
21,0,F,African-American,Male,1,0,0
22,0,F,African-American,Male,0,0,1
36,0,F,African-American,Female,4,0,1
43,0,F,Other,Male,12,52,0
48,1,F,African-American,Male,10,4,0
29,0,M,African-American,Male,0,0,1
29,0,F,Other,Male,0,1,1
45,1,M,African-American,Male,12,3,0
20,1,F,Other,Male,2,31,0
49,0,F,Other,Female,1,1,1
23,1,M,African-American,Male,4,11,0
21,0,F,Other,Female,0,2,0
61,0,M,African-American,Male,14,1,1
35,0,M,African-American,Male,1,-1,1
60,0,F,Other,Female,2,1,1
53,0,F,African-American,Female,5,1,0
48,0,M,Other,Female,1,0,1
25,0,F,Other,Male,4,1,1
20,1,F,Other,Male,0,1,1
21,1,M,Other,Female,0,2,0
54,0,F,Other,Female,2,0,1
21,0,F,Other,Male,3,22,0
42,1,F,Other,Female,0,1,1
29,1,F,African-American,Male,8,2,0
34,0,M,Other,Male,5,1,1
60,0,F,Other,Female,0,13,0
50,0,F,Other,Male,0,0,1
26,1,F,African-American,Male,5,3,0
51,1,F,Other,Male,3,1,1
27,1,F,African-American,Male,4,1,0
43,0,F,Other,Male,9,0,0
20,0,F,Other,Female,0,0,1
26,0,M,African-American,Male,0,2,1
19,1,F,African-American,Male,2,14,0
20,1,F,African-American,Male,0,1,0
36,0,F,Other,Male,5,0,1
35,1,M,Other,Male,0,15,0
28,1,M,Other,Male,2,1,1
22,0,F,African-American,Male,0,2,0
27,1,F,Other,Male,6,34,0
32,1,F,African-American,Male,0,0,1
24,1,F,African-American,Male,17,130,0
27,1,M,Other,Male,2,1,1
23,0,F,African-American,Male,0,1,1
29,1,F,African-American,Male,16,33,0
46,1,F,African-American,Male,0,0,0
28,1,M,Other,Male,0,2,1
31,0,F,African-American,Male,0,8,0
64,0,F,Other,Female,1,1,1
61,0,F,Other,Male,0,0,1
56,0,F,Other,Male,1,1,1
72,0,M,Other,Male,1,1,1
25,1,M,African-American,Female,5,47,0
51,1,M,Other,Male,2,0,1
50,1,M,Other,Female,30,3,0
58,0,M,Other,Male,5,2,1
30,1,M,African-American,Female,7,0,1
49,0,F,Other,Male,3,0,1
23,1,F,Other,Male,2,58,0
27,0,F,African-American,Female,1,26,0
36,0,M,Other,Female,0,0,1
25,1,M,African-American,Male,1,1,1
21,1,F,African-American,Male,2,7,0
27,1,F,Other,Male,1,2,0
25,0,M,Other,Male,2,12,0
47,0,M,Other,Male,0,0,1
25,1,M,African-American,Male,3,80,0
37,0,F,African-American,Male,2,169,0
31,0,F,Other,Male,0,1,1
58,0,F,African-American,Male,1,60,1
31,0,F,African-American,Female,4,0,0
43,1,M,Other,Female,3,1,1
49,0,F,Other,Male,8,24,1
39,0,M,African-American,Male,0,0,1
22,1,M,African-American,Male,1,1,0
31,1,M,Other,Female,1,1,1
