age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
58,Private,224854,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
60,Private,166386,7,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,30,Non-US,0
53,Private,155963,13,Married,Other,Husband,White,Male,0,0,30,US,0
36,Non-Private,90159,10,Married,Other,Non-Husband,White,Female,0,0,40,US,0
27,Private,109165,10,Married,Other,Husband,White,Male,0,0,60,US,0
31,Private,283268,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,36,US,0
32,Private,360761,9,Married,Other,Husband,White,Male,0,0,60,US,1
28,Private,139903,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
57,Private,171242,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
46,Private,201595,9,Married,Other,Husband,White,Male,0,0,70,US,0
32,Private,29312,6,Married,Other,Husband,White,Male,0,0,80,US,1
49,Private,82572,10,Non-Married,Other,Non-Husband,White,Female,0,0,60,US,0
52,Private,122109,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,323,40,US,0
27,Private,253814,13,Married,Other,Non-Husband,White,Female,0,0,40,US,1
24,Private,175254,10,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
60,Non-Private,227332,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
23,Private,197552,10,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
30,Non-Private,27051,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
44,Private,96249,10,Married,Other,Husband,White,Male,0,0,60,US,1
25,Private,188488,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
26,Private,189238,5,Non-Married,Other,Non-Husband,White,Female,0,0,38,Non-US,0
23,Private,343019,6,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
25,Private,308144,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
18,Non-Private,58700,5,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,Non-US,0
24,Non-Private,322658,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
24,Private,143766,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,55,US,0
35,Non-Private,64874,12,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
45,Non-Private,198759,9,Married,Managerial-Specialist,Husband,White,Male,0,1848,40,US,1
28,Private,38309,11,Married,Managerial-Specialist,Husband,White,Male,2407,0,40,US,0
24,Private,198148,10,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
54,Private,200450,10,Married,Other,Husband,White,Male,0,0,35,US,0
60,Non-Private,205246,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,2559,50,US,1
23,Private,289982,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
36,Non-Private,173542,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
42,Non-Private,83411,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
43,Private,59460,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
38,Private,436361,9,Non-Married,Other,Non-Husband,White,Female,0,0,75,US,0
35,Private,183279,9,Married,Other,Husband,White,Male,0,0,40,US,0
18,Private,40822,7,Non-Married,Other,Non-Husband,White,Male,0,0,15,US,0
34,Private,228881,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
36,Private,290861,7,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
38,Non-Private,187346,12,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
78,Private,454321,2,Non-Married,Other,Non-Husband,White,Male,0,0,20,Non-US,0
36,Non-Private,223020,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,20,US,0
26,Non-Private,201138,11,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
54,Non-Private,206964,10,Married,Other,Husband,White,Male,0,1977,40,US,1
60,Non-Private,27037,9,Married,Other,Husband,Non-White,Male,0,0,40,US,1
30,Private,271710,13,Married,Other,Husband,White,Male,7298,0,50,US,1
59,Private,198435,9,Married,Other,Husband,White,Male,0,0,50,US,0
43,Private,128578,9,Married,Other,Husband,White,Male,7688,0,60,US,1
57,Private,244478,9,Married,Other,Husband,Non-White,Male,0,0,48,US,0
22,Private,186383,9,Married,Other,Non-Husband,White,Female,0,0,40,US,0
38,Private,216572,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
35,Non-Private,263081,10,Non-Married,Other,Non-Husband,Non-White,Male,0,0,84,US,0
49,Private,194189,4,Married,Other,Husband,White,Male,0,0,40,US,0
50,Private,137192,13,Married,Other,Husband,Non-White,Male,0,0,20,Non-US,0
21,Private,136975,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
24,Private,403671,9,Married,Other,Husband,White,Male,0,0,60,US,0
36,Non-Private,108293,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,1977,45,US,1
19,Private,116562,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
43,Non-Private,176069,9,Married,Other,Non-Husband,White,Female,0,0,16,US,0
26,Private,373553,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,42,US,0
28,Non-Private,236471,9,Married,Other,Husband,White,Male,0,0,40,US,0
37,Non-Private,35330,9,Married,Other,Husband,White,Male,0,0,42,US,0
31,Private,336543,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,45,US,1
40,Private,144928,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
39,Non-Private,180686,14,Married,Managerial-Specialist,Husband,White,Male,0,1977,45,US,1
20,Private,143062,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
46,Private,180695,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
47,Non-Private,167281,13,Married,Other,Husband,White,Male,0,0,40,US,0
19,Private,287380,10,Non-Married,Other,Non-Husband,White,Male,0,0,27,US,0
25,Private,113099,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
34,Private,226443,15,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
42,Private,252518,15,Married,Managerial-Specialist,Husband,White,Male,15024,0,40,US,1
44,Private,211759,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,0
51,Non-Private,61127,9,Married,Other,Husband,White,Male,0,0,50,US,1
33,Private,143540,9,Married,Other,Husband,White,Male,0,0,40,US,0
23,Private,166527,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
41,Private,130408,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,38,US,0
36,Private,199739,9,Married,Other,Husband,White,Male,7298,0,60,US,1
17,Private,89160,8,Non-Married,Other,Non-Husband,White,Female,0,0,18,US,0
35,Private,198202,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,54,US,0
36,Private,41490,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
35,Private,189251,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
45,Non-Private,182100,13,Married,Other,Husband,White,Male,0,0,40,US,1
51,Private,340588,2,Married,Other,Husband,White,Male,0,0,54,Non-US,0
38,Non-Private,222532,15,Non-Married,Other,Non-Husband,White,Female,0,0,45,US,0
36,Private,66304,13,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
52,Private,192445,7,Married,Other,Husband,White,Male,0,0,40,US,0
46,Non-Private,170092,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,43,US,0
20,Private,229414,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
49,Private,268090,13,Married,Other,Husband,White,Male,0,0,26,US,1
24,Private,113936,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
42,Private,657397,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
40,Private,326310,10,Married,Other,Husband,White,Male,0,0,44,US,0
47,Private,125892,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
33,Non-Private,313729,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
35,Non-Private,49020,12,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
33,Private,147430,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
37,Private,190964,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
56,Private,257555,10,Married,Other,Husband,White,Male,0,0,40,US,0
24,Private,511231,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
41,Non-Private,207685,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,1
18,Private,214617,10,Non-Married,Other,Non-Husband,White,Male,0,0,16,US,0
38,Private,435638,10,Non-Married,Other,Non-Husband,White,Male,0,1876,40,US,0
34,Private,229732,11,Married,Other,Husband,White,Male,0,0,40,US,0
20,Private,447488,5,Non-Married,Other,Non-Husband,White,Male,0,0,30,Non-US,0
31,Private,154227,9,Married,Other,Husband,White,Male,0,0,43,US,1
23,Private,182117,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
34,Private,159008,11,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,36,US,1
42,Non-Private,119281,13,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
34,Private,295922,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,Non-US,1
22,Private,229987,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,32,US,0
50,Non-Private,167380,4,Married,Other,Husband,White,Male,0,0,40,US,0
38,Non-Private,248919,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,27828,0,35,US,1
41,Private,253189,10,Married,Other,Husband,White,Male,0,0,40,US,0
36,Private,275338,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
36,Private,33001,9,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
47,Private,115971,10,Married,Other,Husband,White,Male,0,0,40,US,1
44,Non-Private,383493,9,Married,Other,Husband,White,Male,0,0,60,US,1
26,Private,64293,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
33,Private,194901,9,Married,Other,Husband,White,Male,0,0,45,US,0
32,Private,178835,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,2174,0,40,US,0
35,Private,251396,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
29,Non-Private,293287,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
48,Non-Private,218835,14,Married,Other,Husband,White,Male,0,0,50,Non-US,0
47,Non-Private,117865,9,Married,Other,Husband,White,Male,0,0,90,US,0
49,Private,240841,4,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
51,Private,37237,9,Married,Other,Husband,White,Male,0,0,80,US,1
20,Private,42706,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,25,US,0
17,Private,375657,7,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
33,Private,205950,11,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
26,Private,189185,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
43,Non-Private,94937,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
27,Private,178778,13,Non-Married,Other,Non-Husband,White,Male,0,0,80,US,1
51,Private,274502,4,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,48,US,0
49,Non-Private,168232,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
28,Private,246933,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
39,Private,132879,10,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
41,Private,149102,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
36,Private,183902,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,4,US,1
44,Non-Private,33658,14,Married,Managerial-Specialist,Husband,White,Male,7688,0,50,US,1
37,Private,222450,9,Non-Married,Other,Non-Husband,White,Male,0,2339,40,Non-US,0
75,Private,311184,13,Married,Managerial-Specialist,Husband,White,Male,0,0,24,US,0
25,Private,104614,9,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
41,Private,397346,10,Married,Other,Husband,White,Male,0,0,50,US,0
18,Private,198368,7,Non-Married,Other,Non-Husband,White,Male,594,0,10,US,0
58,Non-Private,303176,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
64,Non-Private,353479,10,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,45,US,1
62,Non-Private,33142,14,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
41,Non-Private,92717,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,1504,40,US,0
58,Private,255822,11,Married,Other,Husband,White,Male,0,0,40,US,1
45,Non-Private,109209,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
22,Non-Private,186634,8,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,1
36,Private,150057,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
31,Non-Private,209103,10,Married,Other,Husband,White,Male,3464,0,45,US,0
40,Non-Private,325159,10,Married,Other,Husband,White,Male,0,0,50,US,1
39,Private,113725,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,8614,0,40,US,1
18,Private,358121,10,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
50,Private,474229,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
28,Non-Private,175409,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
21,Private,285127,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
62,Private,116812,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
19,Private,501144,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
51,Private,159604,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
63,Non-Private,214275,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,55,US,0
52,Private,210736,9,Married,Other,Husband,White,Male,0,0,40,US,1
34,Non-Private,112115,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
35,Non-Private,202027,14,Married,Managerial-Specialist,Husband,White,Male,7688,0,55,US,1
37,Private,42645,9,Married,Other,Husband,White,Male,0,0,40,US,0
21,Private,118401,10,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
25,Private,181054,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
50,Private,30827,13,Married,Other,Husband,White,Male,0,0,45,US,1
45,Non-Private,199925,11,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,48,US,0
55,Non-Private,205296,10,Married,Other,Non-Husband,White,Female,0,0,50,US,0
18,Private,198616,8,Non-Married,Other,Non-Husband,White,Male,594,0,20,US,0
56,Non-Private,101847,9,Married,Managerial-Specialist,Husband,White,Male,4064,0,40,US,0
76,Private,142535,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,6,US,0
40,Private,136244,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
31,Private,189759,12,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
54,Non-Private,33863,9,Married,Other,Husband,White,Male,0,0,60,US,1
59,Private,254593,13,Married,Other,Husband,White,Male,0,0,55,US,1
64,Private,211846,6,Married,Other,Husband,White,Male,0,0,40,US,0
40,Non-Private,73883,9,Married,Other,Husband,White,Male,0,0,40,US,0
55,Private,172642,9,Married,Other,Husband,White,Male,0,0,40,US,0
25,Non-Private,198813,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
37,Private,105044,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
69,Non-Private,216269,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
24,Private,19513,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
30,Private,203277,9,Married,Other,Husband,White,Male,0,0,60,US,1
35,Non-Private,187046,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
37,Private,112497,13,Married,Other,Husband,White,Male,0,0,60,US,0
30,Private,156763,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
40,Private,196344,9,Married,Other,Husband,White,Male,0,1887,45,US,1
47,Private,167159,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,4650,0,40,US,0
48,Non-Private,121424,13,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
25,Non-Private,66935,9,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
38,Private,383239,6,Married,Other,Husband,White,Male,3103,0,40,US,1
41,Private,187795,10,Married,Other,Husband,White,Male,0,1977,60,US,1
18,Private,256967,6,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
52,Private,102828,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
21,Private,149637,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,25,US,0
39,Private,157641,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
31,Private,178370,9,Non-Married,Other,Non-Husband,White,Female,0,0,99,US,1
30,Private,329425,9,Married,Other,Husband,White,Male,0,0,40,US,0
60,Private,141253,6,Non-Married,Other,Non-Husband,White,Male,0,0,48,US,0
65,Private,109221,4,Non-Married,Other,Non-Husband,White,Female,0,3175,60,Non-US,0
34,Private,33678,13,Married,Other,Husband,White,Male,4508,0,35,US,0
20,Private,382153,10,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
68,Private,128472,16,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
59,Private,116442,10,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
71,Non-Private,200540,9,Married,Other,Husband,White,Male,0,2392,52,US,1
17,Private,100828,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,20,US,0
31,Non-Private,204052,9,Married,Other,Husband,White,Male,0,0,40,US,1
52,Private,42902,5,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
37,Private,305597,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
47,Non-Private,77764,13,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
26,Private,143068,10,Married,Managerial-Specialist,Husband,White,Male,2407,0,50,US,0
30,Private,121142,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,1
21,Non-Private,201815,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,30,US,0
22,Private,335950,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,70,US,0
49,Private,54772,9,Married,Other,Husband,White,Male,3103,0,45,US,1
61,Private,280088,4,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
33,Non-Private,296282,9,Married,Other,Husband,White,Male,0,0,40,US,0
18,Private,256005,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
36,Private,266645,8,Married,Managerial-Specialist,Husband,White,Male,0,0,42,US,0
25,Private,297154,9,Married,Other,Husband,White,Male,2407,0,40,US,0
23,Private,376416,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
56,Non-Private,53366,7,Married,Other,Husband,White,Male,0,0,20,US,0
44,Private,127592,13,Married,Other,Husband,White,Male,0,0,40,US,0
45,Non-Private,93535,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
41,Non-Private,263871,10,Married,Other,Husband,White,Male,0,0,55,US,0
24,Private,329408,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
47,Non-Private,85982,14,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,60,US,0
21,Private,82497,10,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
53,Non-Private,99064,5,Married,Other,Husband,White,Male,0,0,40,US,0
31,Non-Private,59732,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
29,Non-Private,92262,9,Non-Married,Other,Non-Husband,White,Male,0,0,48,US,0
46,Private,167515,10,Married,Managerial-Specialist,Husband,White,Male,0,1977,50,US,1
46,Non-Private,198660,13,Married,Other,Husband,White,Male,99999,0,72,US,1
30,Non-Private,209808,16,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
25,Private,176520,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
32,Private,396745,13,Married,Managerial-Specialist,Husband,White,Male,0,2415,48,US,1
44,Private,109912,16,Married,Managerial-Specialist,Non-Husband,White,Female,15024,0,32,US,1
39,Non-Private,218184,5,Married,Managerial-Specialist,Husband,White,Male,0,1651,40,Non-US,0
25,Private,233994,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
63,Non-Private,189253,10,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
20,Private,166371,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
40,Non-Private,115411,12,Married,Managerial-Specialist,Husband,White,Male,0,0,65,US,1
36,Private,325802,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
31,Private,207537,10,Non-Married,Other,Non-Husband,White,Male,2174,0,52,US,0
23,Private,152189,12,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
33,Private,220362,11,Married,Other,Husband,White,Male,0,0,84,US,1
48,Private,176026,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
57,Private,365683,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
39,Private,111000,14,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
44,Private,322799,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
21,Private,82061,3,Non-Married,Other,Non-Husband,Non-White,Male,0,0,32,Non-US,0
40,Non-Private,29520,9,Non-Married,Other,Non-Husband,White,Female,0,0,65,US,0
39,Private,250217,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,70,US,0
24,Private,205865,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
69,Non-Private,30951,11,Married,Managerial-Specialist,Husband,White,Male,0,0,20,US,0
32,Private,269355,10,Married,Other,Husband,White,Male,5178,0,50,US,1
38,Non-Private,120985,9,Married,Other,Husband,White,Male,4386,0,35,US,0
21,Private,205838,9,Non-Married,Other,Non-Husband,White,Male,0,0,37,US,0
57,Non-Private,101338,13,Married,Managerial-Specialist,Husband,White,Male,0,0,20,US,0
26,Private,160300,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
42,Private,172297,14,Married,Managerial-Specialist,Husband,White,Male,0,1902,40,US,1
52,Private,108435,14,Married,Managerial-Specialist,Husband,White,Male,0,1902,50,Non-US,1
38,Private,161141,10,Married,Other,Husband,White,Male,0,0,48,US,1
37,Private,112264,9,Married,Other,Husband,White,Male,0,0,40,US,0
31,Private,79190,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
30,Private,256970,14,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,1
34,Non-Private,513977,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,50,US,0
21,Private,219086,9,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
37,Private,280549,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
23,Private,181659,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
32,Non-Private,304212,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
50,Non-Private,123429,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,Non-US,1
44,Private,125461,13,Married,Other,Husband,White,Male,0,0,40,US,1
36,Private,169426,9,Married,Managerial-Specialist,Husband,White,Male,7298,0,40,US,1
40,Non-Private,194924,10,Married,Other,Husband,White,Male,0,0,60,US,0
32,Private,117963,9,Married,Other,Husband,White,Male,0,0,45,US,0
47,Private,74305,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
58,Private,94345,9,Married,Other,Husband,White,Male,0,0,40,US,0
41,Private,171231,10,Married,Other,Husband,White,Male,0,0,40,Non-US,0
56,Private,159724,10,Married,Other,Husband,White,Male,0,0,40,US,1
50,Non-Private,173224,14,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
42,Private,108502,9,Non-Married,Other,Non-Husband,White,Female,0,0,42,US,0
24,Non-Private,102942,10,Non-Married,Other,Non-Husband,White,Female,0,0,50,US,0
61,Private,80896,14,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,45,Non-US,1
53,Private,77462,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
48,Private,235646,10,Married,Other,Husband,White,Male,3103,0,40,US,1
37,Non-Private,198841,7,Married,Other,Husband,White,Male,0,0,40,US,0
48,Private,99385,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
20,Private,203914,8,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
39,Private,114544,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,1
36,Private,306567,9,Married,Other,Non-Husband,White,Female,0,0,40,US,1
31,Private,27494,10,Married,Other,Husband,Non-White,Male,0,0,50,Non-US,0
35,Private,27408,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
44,Private,43711,12,Married,Other,Husband,White,Male,7688,0,40,US,1
28,Private,436198,10,Married,Managerial-Specialist,Husband,White,Male,0,0,30,US,0
31,Private,414525,8,Non-Married,Other,Non-Husband,Non-White,Male,0,0,60,US,0
36,Non-Private,178222,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
25,Private,208591,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
26,Private,167350,10,Married,Managerial-Specialist,Husband,White,Male,3137,0,50,US,0
50,Private,98815,11,Married,Managerial-Specialist,Husband,White,Male,0,0,46,US,1
32,Private,358655,14,Non-Married,Other,Non-Husband,White,Female,0,0,50,US,1
42,Private,183205,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
60,Private,145493,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
22,Private,304710,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,10,Non-US,0
58,Non-Private,400285,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,1
24,Private,313956,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
33,Private,307640,11,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
33,Non-Private,99761,13,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
48,Non-Private,148306,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
17,Private,110798,7,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
46,Non-Private,24367,6,Married,Other,Husband,White,Male,0,0,99,US,1
48,Private,329778,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
55,Non-Private,193895,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,US,0
60,Non-Private,171315,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
47,Non-Private,746660,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,1887,40,US,1
35,Private,141896,8,Married,Other,Husband,White,Male,0,0,40,US,0
36,Non-Private,36397,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,55,US,0
61,Non-Private,170278,15,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,Non-US,0
