RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.023767433,83,0,0.123797734,10500.0,13,0,0,0,0.0,1
1.060091253,36,0,0.601358149,3975.0,10,0,2,0,1.0,1
0.359604322,70,1,0.389700231,2601.0,9,0,0,0,0.0,1
0.238521543,63,0,2.091590341,1200.0,22,0,1,0,0.0,1
0.3197367,53,1,0.250237869,2101.0,8,0,1,0,0.0,1
0.012011967,63,0,0.467108978,7083.0,16,0,2,0,2.0,1
0.009334328,72,0,0.010791367,2501.0,7,0,0,0,0.0,1
0.608385685,43,1,0.629753236,9887.0,12,0,3,0,1.0,1
0.056796214,30,0,0.197663551,4279.0,6,0,1,0,0.0,1
0.857295907,26,0,0.889191644,1100.0,8,0,0,0,0.0,1
0.346878753,54,1,0.383901774,3664.0,7,0,1,0,0.0,1
0.167516278,36,0,1.227601631,7600.0,14,0,4,0,0.0,1
0.314288956,55,0,0.396583061,2750.0,7,0,0,0,1.0,1
0.535771886,47,0,0.375190756,13760.0,21,0,2,0,0.0,1
0.754211388,37,0,0.541230681,10416.0,10,0,1,0,4.0,1
0.9999999,44,0,0.450014489,3450.0,2,1,2,0,3.0,1
0.862713729,25,0,0.274362819,2000.0,3,0,0,0,0.0,1
0.450610988,42,0,0.701070791,3361.0,4,0,0,0,0.0,1
0.0,41,0,0.053941316,35000.0,6,0,0,0,2.0,1
0.046174833,50,1,0.390932682,6550.0,10,0,2,0,2.0,1
0.009224113,70,0,0.013317892,3453.0,6,0,0,0,0.0,1
0.204613128,34,0,0.114710823,4166.0,6,0,0,0,0.0,1
0.0,61,0,0.287606433,4227.0,6,0,2,0,1.0,1
0.215102792,33,1,0.162103433,2300.0,8,0,0,0,1.0,1
0.643801133,46,2,0.065057992,7500.0,6,0,0,0,1.0,1
0.029024274,50,0,0.154417223,4040.0,6,0,1,0,1.0,1
0.9999999,54,7,0.128733533,23000.0,10,1,2,2,1.0,0
0.132857421,41,0,0.278038791,8300.0,4,0,1,0,3.0,1
0.376320789,40,1,0.340870635,6500.0,4,0,2,0,1.0,1
0.303463036,40,0,0.260313275,12895.0,14,0,1,0,2.0,1
0.061111673,70,0,0.252899613,7500.0,11,0,1,0,0.0,1
0.482889618,56,0,0.399975394,8127.0,22,0,1,0,0.0,1
0.017202231,64,0,0.007159071,5726.0,11,0,0,0,0.0,1
0.216815277,52,0,0.491085393,3196.0,13,0,1,0,1.0,1
0.037400804,49,0,0.031968032,1000.0,4,0,0,0,0.0,1
0.005565096,46,0,0.070934108,11700.0,11,0,0,0,2.0,1
0.617287186,43,0,0.395407193,13150.0,10,0,3,0,4.0,1
0.991052722,39,0,0.202814868,11083.0,7,0,0,0,0.0,1
0.011031361,89,0,0.119326874,3921.0,9,0,1,0,0.0,1
0.291048264,69,0,1.14624393,3500.0,19,2,2,0,0.0,0
0.00599988,48,0,0.301224624,12166.0,7,0,2,0,2.0,1
0.089408258,56,0,0.244935543,3800.0,8,0,1,0,3.0,1
0.229267145,35,0,0.545884108,4020.0,6,0,1,0,0.0,0
1.004015441,60,1,0.451308261,18000.0,17,0,2,0,1.0,1
0.038686661,65,0,0.186816016,7766.0,20,0,2,0,0.0,1
0.0,56,0,0.0,3500.0,2,0,0,0,3.0,1
0.651719436,31,0,0.15819209,2300.0,5,0,0,0,0.0,1
0.094986069,33,0,0.578018357,8497.0,14,0,4,0,2.0,1
0.220167235,44,0,0.292925114,7250.0,7,0,2,0,0.0,1
0.486178508,60,0,0.219193021,2750.0,3,0,0,0,0.0,1
0.007185258,53,0,0.434652193,7000.0,13,0,1,0,3.0,1
0.008569914,44,0,0.495769882,6500.0,8,0,4,0,3.0,1
0.84359401,43,3,0.157460635,4000.0,4,1,0,2,0.0,1
0.060092162,42,0,0.62063228,1201.0,8,0,1,0,0.0,1
0.9999999,49,0,0.191191891,8582.0,5,0,0,0,0.0,1
0.153776893,49,0,0.1486,4999.0,8,0,0,0,0.0,1
0.858752522,50,0,0.2885,5999.0,15,0,0,1,0.0,1
0.0,46,0,0.0,4000.0,2,0,0,0,0.0,1
0.902428305,52,0,0.098931347,6175.0,7,0,0,0,4.0,1
0.307807683,34,0,0.118822876,1800.0,8,0,0,0,0.0,1
0.810631229,25,0,0.318068276,1200.0,5,0,0,0,0.0,1
0.0,48,0,0.379254644,17333.0,12,0,3,0,2.0,1
0.233316786,51,0,0.011877066,8166.0,4,0,0,0,1.0,1
0.0,57,1,0.623750255,4900.0,10,0,2,0,0.0,1
0.447387742,63,0,0.647198239,5906.0,14,0,2,0,0.0,1
0.526957585,41,0,0.353265688,10150.0,5,0,2,0,2.0,1
0.436403208,73,1,0.924982307,1412.0,10,0,0,0,0.0,0
0.0067953,61,0,0.002915452,2400.0,6,0,0,0,0.0,1
0.032011841,65,0,0.352017937,2675.0,15,0,1,0,0.0,1
0.013056972,75,0,0.735057596,4600.0,12,0,2,0,0.0,1
0.042296246,42,0,0.268591772,7583.0,13,0,2,0,3.0,1
0.950166113,39,2,0.324193088,3500.0,6,1,0,1,3.0,1
0.045645525,46,1,0.257711537,10600.0,7,0,2,0,2.0,1
0.0,31,0,1.029591837,1959.0,7,0,1,0,0.0,1
0.065725372,39,0,0.323591617,5200.0,8,0,1,0,0.0,1
0.097910727,71,0,0.089597114,3325.0,8,0,0,0,0.0,1
0.191355297,66,0,0.197053407,3800.0,10,0,0,0,0.0,1
0.268752732,43,0,0.32790224,5400.0,7,0,1,0,0.0,1
0.9999999,35,0,0.105489451,10000.0,4,1,1,0,3.0,0
0.258896482,35,0,1.664095973,3500.0,15,0,2,0,0.0,1
0.9999999,49,1,0.098937721,4800.0,1,0,0,0,4.0,1
0.0,63,0,0.000159987,12500.0,13,0,0,0,1.0,1
0.230115412,35,0,0.375216638,5769.0,10,0,2,0,0.0,0
0.545298706,53,0,0.476269775,1200.0,8,0,0,0,0.0,1
0.43142852,50,0,0.242978445,10716.0,11,0,1,0,1.0,1
0.007140319,47,0,0.248623465,2360.0,4,0,0,0,0.0,1
0.043296241,46,0,0.420897863,5100.0,6,0,2,0,0.0,1
0.001085683,61,0,0.088570836,4820.0,4,0,0,0,0.0,1
0.8921811,49,0,0.812661977,2700.0,9,0,1,0,0.0,1
0.296724678,46,1,0.133516944,8350.0,8,0,1,0,3.0,1
0.066178536,55,2,0.828811974,3206.0,10,0,1,0,0.0,1
0.822301351,44,0,0.852977926,2400.0,5,0,1,0,0.0,1
0.970001899,47,1,0.201542637,7000.0,5,0,0,0,2.0,1
0.0,59,0,0.027811907,8952.0,4,0,1,0,0.0,1
0.014999118,59,2,0.081908345,5847.0,5,0,0,0,0.0,1
0.191312936,43,0,0.270419935,6500.0,10,0,1,0,0.0,1
0.093081679,49,0,0.541795163,6160.0,8,0,2,0,1.0,1
0.209028887,38,0,0.512274368,5539.0,8,0,2,0,1.0,1
0.0,59,1,0.227422615,9400.0,14,0,1,0,1.0,1
0.314998544,50,0,0.117209199,9000.0,9,0,0,0,0.0,1
1.114863364,45,5,0.828821324,2400.0,5,0,1,0,1.0,1
0.076054265,37,0,0.208547595,8750.0,7,0,1,0,0.0,1
0.05857458,30,1,0.498650135,10000.0,11,0,3,0,1.0,1
0.686236505,45,0,0.763075463,10534.0,8,0,2,0,0.0,1
0.267874574,56,0,0.323394073,5432.0,4,1,1,0,2.0,1
0.0,30,1,0.988754686,2400.0,5,1,1,2,0.0,0
0.9999999,38,0,0.307651293,3750.0,4,0,2,0,0.0,1
0.24099036,52,0,0.536239933,3600.0,8,0,2,0,0.0,1
0.451141575,51,1,1.14547619,4199.0,14,0,4,0,1.0,1
0.654213831,60,0,2.00059988,5000.0,7,0,0,0,2.0,1
0.553617451,31,0,0.534711965,3384.0,8,0,2,0,0.0,1
0.463482808,37,0,0.671181102,3174.0,10,0,1,0,0.0,1
0.846773719,53,2,1.439100562,1600.0,8,0,1,1,0.0,1
0.021529081,56,0,0.009141551,7000.0,10,0,0,0,3.0,1
0.999651592,37,1,0.506301462,5950.0,8,0,1,0,1.0,1
0.002599913,55,0,0.266011063,8134.0,2,0,1,0,0.0,1
0.470606617,63,0,0.182806236,11224.0,7,0,1,0,1.0,1
0.026508079,88,0,0.026164486,12000.0,7,0,0,0,1.0,1
0.0,77,0,0.269857969,1900.0,9,0,0,0,0.0,1
0.0,44,0,0.115028355,10579.0,20,0,1,0,2.0,1
0.548055726,35,0,0.472631842,4000.0,5,0,2,0,1.0,1
0.069896505,50,0,0.292196007,4407.0,4,0,1,0,3.0,1
0.0,62,3,0.032341051,2720.0,7,1,0,2,1.0,1
0.508143734,50,1,0.536692661,5000.0,11,0,2,0,0.0,1
0.121054027,67,1,0.076604407,28000.0,7,0,2,0,1.0,1
0.845617444,62,2,0.432971337,5616.0,9,1,0,1,1.0,0
0.425065009,64,1,0.519107429,7483.0,17,0,4,0,1.0,1
0.030665737,56,0,0.18010648,7700.0,4,0,1,0,0.0,1
0.116587117,68,0,0.225649814,3500.0,8,0,1,0,0.0,1
0.038947719,35,0,0.398900275,4000.0,10,0,1,0,0.0,1
0.133595767,62,0,1.218117409,1975.0,13,0,3,0,1.0,1
0.944420174,60,1,0.349324639,2146.0,7,0,0,0,0.0,1
0.416481487,42,0,0.361895757,8460.0,15,0,2,0,2.0,1
0.938558969,42,0,0.363985902,3120.0,6,0,0,0,4.0,1
0.107614482,88,1,0.310125432,5500.0,10,0,2,0,0.0,1
0.538073669,53,0,0.406379681,20000.0,9,0,1,1,1.0,0
2.86e-05,47,0,0.313535293,6700.0,9,0,1,0,3.0,1
0.00119994,60,0,0.106861642,8000.0,8,0,0,0,0.0,1
0.137591152,58,0,0.630553551,9700.0,14,0,2,0,3.0,1
0.860627874,26,0,0.222511951,2300.0,4,0,0,0,1.0,1
0.42961465,50,0,0.06481229,11000.0,6,0,0,0,0.0,1
0.330394073,61,0,0.719381177,2326.0,6,0,1,0,1.0,1
0.0,68,0,0.264315579,5500.0,5,0,1,0,0.0,1
0.370274793,50,0,0.502477621,12511.0,11,0,2,0,2.0,1
0.164192764,53,0,0.410678972,1516.0,5,0,0,0,2.0,1
0.9999999,48,2,0.341725287,2700.0,8,0,2,1,1.0,1
0.536852219,74,0,0.507607777,2365.0,6,0,0,0,0.0,1
0.242903481,43,0,0.177465872,5200.0,7,0,0,0,2.0,1
0.512460827,30,0,0.01771619,5700.0,5,0,0,0,0.0,1
0.207353911,36,0,0.689769918,10517.0,9,0,4,0,0.0,1
0.037036057,51,0,0.31029597,6351.0,10,0,2,0,3.0,1
0.647217974,29,0,0.30075522,2250.0,6,0,0,0,0.0,1
0.598401598,24,0,0.316436252,650.0,2,0,0,0,0.0,1
0.439051743,45,0,0.724076281,1677.0,10,0,1,0,0.0,1
0.352478044,47,0,0.436352254,9583.0,11,0,1,0,1.0,1
0.642535524,51,0,0.272362293,6226.0,6,0,0,0,1.0,1
0.978627672,33,0,0.58413862,3000.0,7,0,1,0,1.0,1
0.511179785,43,1,0.065064916,6700.0,6,0,0,0,1.0,1
1.037792442,62,2,0.538690476,2687.0,5,1,1,0,1.0,1
0.027593501,70,0,0.121374866,1861.0,3,0,0,0,0.0,1
1.055962692,38,1,0.364059718,7300.0,6,0,1,0,0.0,0
0.065084337,65,0,0.040793473,6250.0,5,0,0,0,1.0,1
0.070666596,50,0,0.084939329,1400.0,11,0,0,0,0.0,1
0.0,32,0,0.200848656,2120.0,5,0,0,1,0.0,1
0.309085835,59,0,0.482069057,7500.0,8,0,2,0,0.0,1
0.998132974,35,0,0.134527509,5470.0,7,0,0,0,4.0,1
0.027799305,62,0,0.204990884,8775.0,5,0,1,0,0.0,1
0.22045942,44,0,0.101921957,5150.0,12,0,0,0,0.0,1
0.034757364,56,0,0.253005152,13975.0,11,0,3,0,3.0,1
0.79241517,32,1,0.007762879,1416.0,1,0,0,0,0.0,1
0.069177357,30,0,0.065260862,5500.0,10,0,0,0,0.0,1
0.020730737,44,0,0.112464183,5583.0,11,0,0,0,0.0,1
0.20959114,70,0,0.112881806,9788.0,10,1,1,0,0.0,0
0.687921496,62,0,0.465639631,6620.0,7,0,2,0,0.0,1
0.018834813,59,0,0.209302326,6750.0,15,0,1,0,0.0,1
0.874765654,37,0,0.20345153,7416.0,4,0,0,0,2.0,1
0.397600072,59,0,0.869639794,4080.0,11,0,3,0,0.0,1
0.00397358,66,0,0.389305347,2000.0,14,0,0,0,0.0,1
0.002592519,38,0,0.189441995,9300.0,7,0,2,0,4.0,1
0.044731842,67,0,0.401368524,5114.0,5,0,2,0,0.0,1
0.999777827,37,0,0.186458516,5700.0,5,0,0,0,1.0,1
0.020021777,69,0,0.079209923,14833.0,9,0,1,0,0.0,1
0.9999999,32,0,0.083029862,1372.0,2,2,0,1,0.0,0
0.17099651,56,0,0.418205501,13050.0,12,0,3,0,0.0,1
0.134028655,58,0,0.336141907,4509.0,18,0,0,0,0.0,1
0.336626535,62,0,0.285820067,2700.0,2,0,0,0,0.0,1
0.003424914,53,0,0.099387237,6690.0,3,0,1,0,0.0,1
0.0,39,0,0.273636274,10100.0,11,0,2,0,3.0,1
0.975062344,45,1,0.143433955,5200.0,3,0,0,0,4.0,0
0.313063643,61,0,0.37793701,6000.0,14,0,1,0,0.0,1
0.237170101,42,0,0.222081886,9500.0,5,0,1,0,2.0,1
0.093490651,41,0,0.224409449,5333.0,7,0,2,0,3.0,1
0.118796606,81,0,0.024795041,5000.0,7,0,0,0,0.0,1
0.056264791,47,0,0.260212575,7808.0,5,0,1,0,3.0,1
0.10940485,50,0,0.450877653,3816.0,13,0,1,0,2.0,1
0.053035399,70,0,0.214691098,6166.0,5,0,1,0,0.0,1
0.259602624,46,0,0.046977587,8833.0,4,0,0,0,0.0,1
0.260868412,47,0,0.271015385,8124.0,16,0,2,0,3.0,1
0.006230152,61,0,0.001274581,5491.0,6,0,0,0,0.0,1
0.030339621,62,0,0.232754136,9610.0,14,0,2,0,0.0,1
0.047637773,77,0,0.016991504,2000.0,8,0,0,0,0.0,1
0.000758568,40,0,0.444315276,4300.0,12,0,2,0,2.0,1
0.645281232,43,0,0.355028426,5100.0,7,0,0,0,1.0,1
0.011211051,30,1,0.077900437,4800.0,6,0,0,0,0.0,1
0.06838933,49,0,0.244917715,11362.0,14,0,1,0,2.0,1
0.143735412,46,0,0.461661626,5620.0,11,0,2,0,0.0,1
0.0,47,0,0.473357832,4353.0,7,0,1,0,2.0,1
0.477457502,48,0,0.31341333,16833.0,17,0,4,0,2.0,1
0.884619822,38,0,0.520385932,3212.0,13,0,1,1,0.0,1
0.207056117,37,1,0.532917063,7366.0,17,0,1,0,2.0,1
0.039085257,56,0,0.147414532,10500.0,7,0,1,0,0.0,1
0.11698621,40,0,0.225925485,8400.0,15,0,2,0,2.0,1
0.856783433,66,0,0.428303655,3200.0,7,0,2,0,0.0,1
0.268687902,35,0,0.315052842,3500.0,11,0,0,0,1.0,1
0.489441052,65,0,0.257541133,4375.0,9,0,1,0,0.0,1
0.443977042,36,0,0.549575071,6000.0,13,0,1,0,1.0,1
0.696521391,26,2,0.475873544,600.0,5,0,0,0,0.0,0
0.00564336,69,0,0.315536893,5000.0,9,0,1,0,1.0,1
0.150518394,51,0,0.151226371,6400.0,4,0,1,0,0.0,1
0.316260328,44,0,0.327119396,6758.0,7,0,2,0,3.0,1
0.054942237,47,0,0.1648032,11000.0,21,0,1,0,4.0,1
0.019550222,42,0,0.001749781,8000.0,2,0,0,0,0.0,1
0.665629493,37,0,0.371004691,9166.0,9,0,2,0,2.0,1
1.020704908,33,1,0.288608261,3800.0,4,1,0,0,0.0,0
0.763123688,46,0,0.409418116,3333.0,6,0,1,0,0.0,1
0.337813073,46,1,0.227529998,8833.0,9,0,1,1,1.0,1
0.626408777,71,0,0.409400124,3233.0,9,0,1,0,1.0,1
0.076642216,49,0,0.091817943,3800.0,5,0,0,0,2.0,1
0.026310028,67,0,0.265216629,5700.0,12,0,1,0,0.0,1
0.340559184,87,0,0.490961446,6250.0,20,0,2,0,0.0,0
0.261703482,27,0,0.143542583,2500.0,6,0,0,0,0.0,1
0.551206106,62,0,1.053068759,6500.0,16,0,2,0,3.0,0
0.123225283,49,0,0.01959804,10000.0,10,0,0,0,0.0,1
0.055220995,61,0,0.920530498,19000.0,4,0,1,0,1.0,1
0.003999936,76,0,0.001199863,5833.0,4,0,0,0,0.0,1
0.575090192,46,0,0.433805419,3247.0,14,0,0,0,4.0,1
0.096997744,67,0,0.202207331,10147.0,6,0,1,0,0.0,1
1.044977511,57,1,0.494150181,4700.0,6,0,2,0,0.0,1
0.302234888,34,0,0.110677864,3333.0,3,0,0,0,0.0,1
0.018071746,42,0,0.256681575,9166.0,6,0,1,0,1.0,1
0.9999999,40,0,0.021083702,4742.0,8,0,0,0,2.0,1
0.058288745,55,0,0.049495875,12000.0,11,0,1,0,2.0,1
0.058079226,73,0,0.009224438,14092.0,4,0,0,0,0.0,1
0.033432219,74,0,0.012189813,4593.0,3,0,0,0,1.0,1
0.034544948,80,0,0.225154969,5000.0,12,0,0,0,1.0,1
0.129778148,40,0,0.466177941,3000.0,8,0,1,0,0.0,1
0.0,28,1,0.0,1400.0,3,0,0,2,1.0,1
0.209431415,67,0,0.693557218,5478.0,12,0,1,0,1.0,1
0.09198291,33,0,0.842857143,2449.0,11,0,2,0,0.0,1
0.08665725,76,0,0.201627637,6020.0,6,0,1,0,1.0,1
0.660377358,45,0,0.354609929,4370.0,6,0,1,0,1.0,1
0.170412785,63,0,0.412006778,4130.0,10,0,1,0,0.0,1
1.640718563,42,2,0.382641841,6820.0,3,6,2,0,0.0,0
0.322979225,51,0,0.199074765,6700.0,3,0,1,0,3.0,1
0.089465954,75,1,0.190083709,7764.0,12,0,1,0,0.0,1
0.375983094,40,0,0.509248459,6000.0,14,0,1,0,2.0,1
0.065956274,63,0,0.288135593,5250.0,7,0,1,0,1.0,1
0.9999999,48,0,0.556686047,1375.0,4,0,0,0,1.0,1
0.171160961,43,0,0.371183299,10250.0,7,0,4,0,2.0,1
0.046376502,63,2,1.496601359,2500.0,20,0,1,0,0.0,1
0.071554892,30,0,0.234654633,19500.0,11,0,3,0,0.0,0
0.529427823,68,0,0.729383644,5856.0,14,0,2,0,1.0,1
0.005992603,65,0,0.003428082,7000.0,19,0,0,0,0.0,1
0.424660959,47,0,0.172503921,3825.0,4,0,0,1,0.0,1
0.08884835,36,0,0.224265323,11909.0,9,0,1,0,1.0,1
0.071118657,73,0,0.063929708,6600.0,3,1,1,0,2.0,1
0.305043324,23,0,0.085828343,500.0,4,0,0,0,0.0,1
0.976515229,70,0,0.279112754,2704.0,6,0,0,0,0.0,1
0.098806085,63,0,0.218915568,8870.0,8,0,1,0,1.0,1
0.331605546,72,1,0.203554568,3600.0,4,0,1,0,0.0,1
0.197750148,30,0,0.031799042,6886.0,7,0,0,0,0.0,1
0.94863119,28,0,0.107485605,2083.0,4,0,0,0,0.0,1
0.092214024,68,0,0.241420686,8333.0,9,0,2,0,1.0,1
0.950683106,48,0,0.477848647,5800.0,7,0,2,0,2.0,0
0.081495187,55,0,0.203920951,12700.0,9,0,2,0,2.0,1
0.9999999,32,0,0.12754898,2500.0,5,0,0,0,0.0,1
0.022651303,55,0,0.571485703,5000.0,6,0,2,0,0.0,1
0.102723537,66,0,0.061365128,9141.0,12,0,0,0,0.0,1
0.000857102,81,0,0.0,4896.0,3,0,0,0,0.0,1
0.577449623,35,1,0.47316072,6333.0,6,0,2,0,0.0,0
0.9999999,41,2,0.316318219,3682.0,4,2,0,1,2.0,0
0.0,54,2,0.447095844,7626.0,8,0,1,0,2.0,1
0.107759257,48,0,0.219403814,5400.0,4,0,1,0,3.0,1
0.211956741,53,0,0.475176241,6666.0,16,0,2,0,1.0,1
0.074475389,86,0,0.016440791,4500.0,9,0,0,0,0.0,1
0.0,37,0,165.0,0.0,4,0,0,0,1.0,1
0.607928479,46,0,0.027375486,5661.0,3,2,0,1,2.0,1
0.003634711,44,1,0.226248776,4083.0,6,0,1,0,0.0,1
0.003116843,46,2,0.418681913,12942.0,14,0,3,0,2.0,1
0.041371559,44,0,0.507174953,6898.0,12,0,2,0,2.0,1
0.190769889,64,0,0.261089043,12083.0,11,0,1,0,0.0,1
0.061758964,41,0,0.518596281,3333.0,9,0,2,0,1.0,1
0.757467351,45,0,0.298720417,8830.0,11,0,1,0,0.0,1
0.0,23,0,0.0,1725.0,1,0,0,0,0.0,1
0.201278826,47,0,0.235591507,8900.0,11,0,1,0,1.0,1
0.047869074,62,0,0.095738033,8000.0,8,0,1,0,1.0,1
0.073359073,34,0,0.130498842,4750.0,5,0,0,0,0.0,1
0.0,62,2,0.0009998,5000.0,6,0,0,0,1.0,1
0.836014517,41,1,0.148932995,6700.0,11,0,0,0,0.0,1
0.004267365,78,0,0.00139972,5000.0,15,0,0,0,0.0,1
0.9999999,27,3,0.270345596,3587.0,3,2,0,0,1.0,0
0.54251227,36,0,1.630842289,4000.0,24,0,3,0,0.0,1
0.0,40,0,0.0,12800.0,1,0,0,0,0.0,1
0.791950503,60,1,0.080552747,8900.0,5,0,0,0,3.0,1
0.087233683,58,0,0.081758422,2433.0,12,0,0,0,0.0,1
0.00038978,65,0,0.0,4166.0,6,0,0,0,0.0,1
0.252541162,62,0,0.25318497,6200.0,15,0,1,0,0.0,1
0.002518456,52,0,0.360251451,6203.0,6,0,3,0,1.0,1
0.127535191,50,0,0.49299569,7423.0,12,0,1,0,3.0,1
0.0,30,1,0.37394247,6500.0,10,0,1,0,2.0,1
0.684696801,40,0,0.354177898,1854.0,3,0,0,0,2.0,1
0.092457637,46,1,0.577672658,5284.0,20,0,3,0,1.0,1
0.416868582,44,0,1.559391457,1708.0,12,0,2,0,2.0,1
0.271472853,34,1,0.321596543,7866.0,13,0,1,0,1.0,1
0.363245076,50,0,1.567186563,3333.0,20,0,2,0,2.0,1
0.017558727,47,0,0.53540175,2513.0,10,1,1,0,0.0,0
0.008599427,77,0,0.095446182,4347.0,3,0,0,0,0.0,1
0.689698268,31,0,0.136712392,4300.0,2,0,0,0,3.0,1
0.013808741,75,0,0.010569734,3878.0,9,0,0,0,0.0,1
0.284676227,67,0,0.634675807,3500.0,14,0,1,0,2.0,1
0.003618607,61,0,0.184029869,8302.0,6,0,1,0,0.0,1
0.006203828,45,0,0.075792421,10000.0,4,0,1,0,4.0,1
0.122675093,65,0,0.423292273,6250.0,5,0,2,0,0.0,1
0.32798574,36,0,0.561318131,7191.0,11,0,1,0,1.0,1
0.039517925,50,0,0.867266592,2666.0,11,0,2,0,0.0,1
0.002806894,37,0,0.238732503,6500.0,5,0,1,0,2.0,1
0.9999999,50,0,0.141167395,11666.0,2,0,1,0,0.0,1
0.016949522,61,0,0.2563757,9645.0,19,0,1,0,0.0,1
0.137918407,58,0,0.387323944,3833.0,17,0,0,0,0.0,1
0.0,40,0,0.457966511,5792.0,4,0,2,0,1.0,1
0.10088608,57,0,0.336920293,10500.0,13,0,1,0,1.0,1
0.017551094,34,0,0.284428893,4000.0,10,0,1,0,0.0,1
0.480536913,45,0,0.732542819,8348.0,6,0,4,0,1.0,1
0.67373293,39,0,0.177071064,7640.0,10,0,1,0,3.0,1
0.237854018,48,1,0.118098826,6900.0,12,0,0,0,0.0,1
0.04256613,65,0,0.29615641,4500.0,10,0,1,1,0.0,1
0.016206305,62,0,0.300761277,8800.0,15,0,1,0,1.0,1
0.008705736,61,0,0.49446948,2440.0,6,0,1,0,0.0,1
0.05087341,49,0,0.242801047,4583.0,12,0,2,0,0.0,1
0.564294998,51,1,0.385814078,3721.0,12,0,0,0,0.0,1
0.968080935,54,0,0.620920112,6433.0,4,0,1,0,1.0,0
0.024524494,51,0,1.089201878,1916.0,7,0,1,0,0.0,1
1.131386861,49,5,0.49569564,3600.0,10,1,0,0,0.0,0
0.324890015,55,2,0.307276804,9811.0,5,0,1,0,2.0,1
0.177446234,39,0,0.124487551,10000.0,11,0,2,0,2.0,1
0.104919353,68,0,0.312180694,3718.0,6,0,1,0,1.0,1
0.0,78,0,0.6885414,3900.0,8,0,1,0,0.0,1
0.182067864,40,0,0.436247913,9583.0,11,0,2,0,2.0,1
0.058575711,76,0,0.162643258,4100.0,7,0,0,0,0.0,1
0.191032283,68,0,0.236936427,5300.0,12,0,0,0,0.0,1
0.9999999,35,0,0.075274961,7000.0,1,2,0,1,3.0,0
0.074814728,53,0,0.941313944,3850.0,14,0,4,0,0.0,1
0.08541463,43,3,0.543636742,4800.0,12,0,2,1,0.0,1
0.404314742,63,0,0.266458463,8004.0,9,0,1,0,0.0,1
0.9999999,74,0,0.0,4720.0,3,0,0,0,0.0,1
0.384255094,65,0,0.256553227,31205.0,23,0,2,0,0.0,1
0.005741963,27,1,0.039889959,2907.0,9,0,0,0,0.0,1
0.01969803,41,0,0.087988492,4170.0,3,0,0,0,0.0,1
0.0,56,0,0.320467953,10000.0,10,0,1,0,0.0,1
0.0,55,0,0.548015753,3300.0,4,0,1,0,1.0,1
0.416569102,73,0,0.332712479,10200.0,12,0,2,0,0.0,1
0.021177423,49,0,0.242629345,8716.0,10,0,2,0,3.0,1
0.69098069,57,0,0.480682161,6625.0,16,0,2,0,0.0,1
0.04276506,63,0,0.255799072,6250.0,12,0,1,0,0.0,1
0.372556609,32,0,0.328736445,8483.0,15,0,3,0,2.0,1
0.105674431,39,0,0.288435578,20000.0,12,0,2,0,2.0,1
0.917233107,23,0,0.2751499,1500.0,8,0,0,0,0.0,1
0.024227879,76,0,0.006577217,3800.0,4,0,0,0,0.0,1
0.062421881,34,0,1.205897051,2000.0,6,0,1,0,0.0,1
0.047837952,25,0,0.074965925,2200.0,7,0,0,0,0.0,1
0.0,55,0,0.519685039,2666.0,6,0,1,0,0.0,1
0.829409123,64,0,1.049320181,3750.0,17,0,2,0,0.0,1
0.984993393,58,0,0.299252075,12166.0,13,0,1,0,0.0,1
0.249500022,38,0,0.400249377,5613.0,7,0,1,0,2.0,1
0.331576077,27,0,0.458033573,1250.0,4,0,0,0,0.0,1
0.987105602,76,0,0.509862199,3700.0,9,0,0,0,0.0,1
0.9999999,35,2,0.364640884,3800.0,9,0,0,0,0.0,0
0.029119482,51,0,0.13861273,8750.0,10,0,1,0,1.0,1
0.292114081,33,0,0.334611697,7300.0,8,0,2,0,0.0,1
0.270729271,24,0,8.0,0.0,1,0,0,0,0.0,1
0.98296624,61,0,0.437426488,8501.0,8,0,2,0,1.0,1
0.455031244,80,0,2.65913371,1592.0,13,0,1,0,1.0,1
0.053169841,43,0,0.519113573,1804.0,19,0,0,0,2.0,1
0.060560909,39,0,0.198144148,12500.0,8,0,1,1,2.0,1
0.000215049,70,0,0.302997275,1834.0,9,0,1,0,0.0,1
0.571053138,75,0,0.354443309,1957.0,7,0,0,0,1.0,0
0.414563991,49,0,0.143824027,6500.0,5,0,0,0,2.0,1
0.29162906,43,0,0.217078292,10000.0,6,0,1,0,4.0,1
0.08639424,48,0,0.259757739,5200.0,3,0,1,0,0.0,1
0.524688509,37,0,0.070185963,6667.0,3,0,0,0,1.0,1
0.0,36,0,0.295160645,7500.0,9,0,2,0,2.0,1
0.352786266,53,0,0.152384762,10000.0,6,0,2,0,0.0,1
0.00879824,28,0,0.3288493,5500.0,8,0,2,0,0.0,1
0.000271955,50,0,0.359945047,6550.0,16,0,2,0,3.0,1
0.002848312,61,0,0.176124669,3400.0,6,0,0,0,0.0,1
0.006315552,49,0,0.796080659,3520.0,13,0,1,0,0.0,1
0.867555478,33,4,0.164208948,4000.0,3,1,0,1,1.0,0
0.343953788,64,0,0.276180955,4000.0,9,0,1,0,0.0,1
